"FIGIS_ID","ISCAAP_ID","NAME_en","NAME_fr","NAME_es","NAME_ar","NAME_cn","NAME_ru","Unit","Scientific.Name","Alpha3.Code","FAOMAP_LAYER_ID","Author"
"15491","1470101205","Californian needlefish","","","","","","t","Strongylura exilis","SXY","","(Girard 1854)"
"15492","1470101209","Banded needlefish","","","","","","t","Strongylura leiura","SYQ","","(Bleeker 1850)"
"15493","1470101203","Spottail needlefish","","","","","","t","Strongylura strongylura","SGY","","(van Hasselt 1823)"
"15494","1470101207","Timucu","","","","","","t","Strongylura timucu","SGR","","(Walbaum 1792)"
"15495","1430601801","Slender giant moray","","","","","","t","Strophidon sathete","MSS","","(Hamilton 1822)"
"15496","1900101101","Chubby basketfish","","","","","","t","Strophiurichthys robustus","TFR","","Fraser-Brunner 1941"
"15497","1412804502","","","","","","","t","Sturisoma festivum","SUV","","Myers 1942"
"15498","1380112001","Blind tetra","","","","","","t","Stygichthys typhlops","STY","","Brittan & Böhlke 1965"
"15462","1250201801","Diaphanous hatchet fish","","","","","","t","Sternoptyx diaphana","SXD","","Hermann 1781"
"15463","1250201802","Highlight hatchetfish","","","","","","t","Sternoptyx pseudobscura","SXP","","Baird 1971"
"15464","1390700501","","","","","","","t","Sternopygus astrabes","SGT","","Mago-Leccia 1994"
"15465","1390700502","Longtail knifefish","","","","","","t","Sternopygus macrurus","SGC","","(Bloch & Schneider 1801)"
"15466","1706303801","Bluelined wrasse","","","","","","t","Stethojulis albovittata","SJV","","(Bonnaterre 1788)"
"15467","1711002501","","","","","","","t","Stichaeopsis epallax","SXL","","(Jordan & Snyder 1902)"
"15468","1711002601","","","","","","","t","Stichaeopsis nana","TIN","","Kner 1870"
"15469","1711002701","","","","","","","t","Stichaeus grigorjewi","TIW","","Herzenstein 1890"
"15470","1705950801","","","","","","","t","Stigmatochromis modestus","TGO","","(Günther 1894)"
"15471","1732106601","","","","","","","t","Stigmatogobius borneensis","IGO","","(Bleeker 1851)"
"15472","1510601101","Spotted pipefish","","","","","","t","Stigmatopora argus","SGH","","(Richardson 1840)"
"15443","1781905301","Pricklebreast poacher","","","","","","t","Stellerina xyosterna","SXO","","(Jordan & Gilbert 1880)"
"15444","1703723801","White stardrum","Magister blanc","Corvinilla blanca","","","","t","Stellifer fuerthii","EFF","","(Steindachner 1875)"
"15445","1703723802","American stardrum","","","","","","t","Stellifer lanceolatus","EFL","","(Holbrook 1855)"
"15446","1703723803","Smalleye stardrum","","","","","","t","Stellifer microps","EFM","","(Steindachner 1864)"
"18544","7710500102","","","Huiro palo","","","","t","Lessonia trabeculata","LJZ","","Villouta & Santelices 1986"
"18545","7710500201","Giant kelp","Varech géant","Cachiyuyo","أُشنة البحور الباردة","巨藻","","t","Macrocystis pyrifera","MXY","","(Linnaeus) C. Agardh 1820"
"18546","7872800101","Red sea lettuce","","","","","","t","Halymenia dilatata","YMD","","Zanardini 1851"
"18547","7872900102","Landlady's Wig","Fil de fer","","","","","t","Ahnfeltia plicata","HFH","","(Hudson) Fries 1836"
"18548","7872900101","","","","","","","t","Ahnfeltia fastigiata","HFJ","","(Endlicher) Makijenko 1970"
"18549","7920400101","Tule bulrush","","","","","","t","Scirpus acutus","CJQ","","(Muhl. ex Bigelow) A.& D. Love"
"18550","7710600104","Common rockweed","","","","","","t","Fucus gardneri","UCE","","P.C. Silva 1953"
"18551","7872600302","","","","","","","t","Pterocladiella caerulescens","PKZ","","Santelices & Hommersand 1997"
"18552","7872600501","","","","","","","t","Pterocladia heteroplatos","QTH","","(Børgesen) Umamaherswara Rao & Kaliperumal"
"18553","7872600502","","","","","","","t","Pterocladia lucida","QTU","","(R. Brown) J. Agardh 1852"
"18554","7872600503","","","","","","","t","Pterocladia nana","QTN","","Okamura 1931"
"18555","7872600209","","","","","","","t","Gelidium madagascariense","GEW","","Andriamampandry 1988"
"18556","1702807102","Pompano dolphinfish","","","","","","t","Coryphaena equiselis","CFW","","Linnaeus 1758"
"18557","1780108002","Atlantic thornyhead","","","","","","t","Trachyscorpia cristulata","TJX","","(Goode & Bean 1896)"
"18558","1480601102","","","","","","","t","Cetonurus globiceps","CKP","","(Vaillant 1888)"
"18559","22903XXXXX","European crayfishes nei","Écrevisses européennes nca","Cangrejos de río europeos nep","","","","t","Astacidae","EWA","",""
"18560","22904XXXXX","American crayfishes nei","Écrevisses américaines nca","Cangrejos río americanos nep","","","","t","Cambaridae","ACZ","",""
"18561","1703028602","Rubyfish","","","","","Красноглазка розовая (=рубинка)","t","Plagiogeneion rubiginosum","RYG","","(Hutton 1875)"
"18562","104XXXXXXX","Bullhead sharks","","","","","","t","Heterodontiformes","HDQ","",""
"18563","105XXXXXXX","Frilled and cow sharks","","","","","","t","Hexanchiformes","HXW","",""
"18564","106XXXXXXX","Mackerel sharks","","","","","","t","Lamniformes","LMZ","",""
"18565","107XXXXXXX","Carpet sharks","","","","","","t","Orectolobiformes","OCX","",""
"18566","1090101704","Velvet dogfish","","","","","","t","Scymnodon squamulosus","SSQ","","(Günther 1877)"
"18568","2302001802","Blue king crab","Crabe royal bleu","Cangrejo real azul","سرطان ملكيّ أزرق","扁足拟石蟹","Краб синий","t","Paralithodes platypus","KCI","","Brandt 1850"
"18570","2302007005","Golden king crab","Crabe royal doré","Centolla dorada","سرطان ملكيّ مذهّب","等刺石蟹","Краб равношипый","t","Lithodes aequispina","KAQ","","Benedict 1895"
"18572","2130301201","Giant barnacle","Balane géante","Picoroco gigante","بالان ضخمة","鹦鹉巨藤壶","","t","Austromegabalanus psittacus","MBZ","","(Molina 1788)"
"18573","19001XXXXX","Boxfishes nei","Coffres nca","Toritos nep","","","","t","Ostraciidae","BXF","",""
"18574","1704700302","Parore","","","","","","t","Girella tricuspidata","GIY","","(Quoy & Gaimard 1824)"
"18575","1780202502","Spotted gurnard","","","","","","t","Pterygotrigla picta","JGU","","(Günther 1880)"
"19112","1470300312","California halfbeak","Demi-bec californien","Agujeta califórnica","","","","t","Hyporhamphus rosae","HVR","","(Jordan & Gilbert 1880)"
"12627","1705907301","Giant Haplochromis","","","","","","t","Hemitilapia oxyrhyncha","HEX","","Boulenger 1902"
"12628","1400218801","Flame chub","","","","","","t","Hemitremia flammea","HMF","","(Jordan & Gilbert 1878)"
"12629","1080402901","Japanese topeshark","Requin-hâ dochizame","Cazón japonés","قِرش كلب ياباني","日本半皱唇鲨","","t","Hemitriakis japanica","THJ","","(Müller & Henle 1839)"
"12630","1080402902","Whitefin topeshark","Requin-hâ aile blanche","Cazón de aleta blanca","قِرش كلب ذو جِنحة بيضاء","白鳍半皱唇鲨","","t","Hemitriakis leucoperiptera","THL","","Herre 1923"
"12631","1783700201","","","","","","","t","Hemitripterus villosus","HEV","","(Pallas 1814)"
"12632","1400218901","","","","","","","t","Henicorhynchus caudimaculatus","HNC","","(Fowler 1934)"
"12430","1630100101","","","","","","","t","Gulaphallus bikolanus","GUK","","(Herre 1926)"
"12431","1732500301","Curious wormfish","","","","","","t","Gunnellichthys curiosus","GLK","","Dawson 1968"
"12432","1580601701","Gold brotula","","","","","","t","Gunterichthys longipenis","GTL","","Dawson 1966"
"12433","1100400601","","","","","","","t","Gurgesiella atlantica","RGA","","(Bigelow & Schroeder 1962)"
"12434","1100400602","","","","","","","t","Gurgesiella sibogae","RGS","","(Weber 1913)"
"12435","1709200301","Naked-head toothfish","","","","","","t","Gvozdarus svetovidovi","GZV","","Balushkin 1989"
"12436","1830900201","","","","","","","t","Gymnachirus melas","GHM","","Nichols 1916"
"12437","1411800501","","","","","","","t","Gymnallabes alvarezi","GYV","","Roman 1970"
"12438","1720400501","Cape sandlance","","","","","","t","Gymnammodytes capensis","GMP","","(Barnard 1927)"
"12439","1782100601","South Australian cobbler","","","","","","t","Gymnapistes marmoratus","TGR","","(Cuvier 1829)"
"12440","1701201201","Crystal cardinal","","","","","","t","Gymnapogon africanus","GNF","","Smith 1954"
"12441","1280700101","Aba","","","","","","t","Gymnarchus niloticus","OGN","","Cuvier 1829"
"12442","1732113801","Splitbanded goby","","","","","","t","Gymneleotris seminudus","GMD","","(Günther 1861)"
"12443","1711501601","","","","","","","t","Gymnelopsis brashnikovi","GYK","","Soldatov 1922"
"12444","1711502701","Halfbarred pout","","","","","","t","Gymnelus hemifasciatus","GHE","","Andriashev 1937"
"12445","1520500301","","","","","","","t","Gymnetrus russelii","RGR","","Cuvier 1816"
"12446","1700010101","Slender fusilier","Fusilier élégant","Fusilero elegante","بُندُقِية أَنِيقَة","长体裸梅鲷","","t","Gymnocaesio gymnoptera","GMY","","(Bleeker 1856)"
"12447","1781302301","","","","","","","t","Gymnocanthus herzensteini","GMH","","Jordan & Starks 1904"
"12448","1701405902","Donets ruffe","","","","","","t","Gymnocephalus acerinus","GYU","","(Güldenstädt 1774)"
"12449","1701405903","Danube ruffe","","","","","","t","Gymnocephalus baloni","GYL","","Holcík & Hensel 1974"
"12450","1701405904","Schraetzer","","","","","","t","Gymnocephalus schraetser","GYZ","","(Linnaeus 1758)"
"12451","1709500201","","","","","","","t","Gymnochanda filamentosa","GCF","","Fraser-Brunner 1955"
"12412","1707500101","Royal gramma","","","","","","t","Gramma loreto","GML","","Poey 1868"
"12413","1830109101","Threespot flounder","","","","","","t","Grammatobothus polyophthalmus","GRH","","(Bleeker 1865)"
"12414","1708900201","Long-tailed groppo","","","","","","t","Grammatonotus crosnieri","GMC","","(Fourmanoir 1981)"
"12415","1250302701","","","","","","","t","Grammatostomias flagellibarba","GMF","","Holt & Bryne 1910"
"12416","1705906501","","","","","","","t","Grammatotria lemairii","GRJ","","Boulenger 1899"
"12417","1620200101","Thorny tinselfish","","","","","","t","Grammicolepis brachiusculus","GMG","","Poey 1873"
"11597","1412900101","","","","","","","t","Cranoglanis bouderius","CNO","","(Richardson 1846)"
"11598","1721400101","Slender stargazer","","","","","","t","Crapatalus angusticeps","RAK","","(Hutton 1873)"
"11599","1110200201","","","","","","","t","Crassinarke dormitor","TNC","","Takagi 1951"
"11600","1630201401","Rendahl's hardyhead","","","","","","t","Craterocephalus capreoli","CFC","","Rendahl 1922"
"11601","1700201101","Graery threadfin seabass","","","","","","t","Cratinus agassizii","RTZ","","Steindachner 1878"
"11602","1380106301","Goldstripe characin","","","","","","t","Creagrutus beni","CGB","","Eigenmann 1911"
"11603","1705950301","Chessboard cichlid","","","","","","t","Crenicara filamentosa","RRI","","Ladiges 1958"
"11604","1570400601","White River springfish","","","","","","t","Crenichthys baileyi","GCY","","(Gilbert 1893)"
"11569","1480600412","Carmine grenadier","","","","","","t","Coryphaenoides carminifer","CKF","","(Garman 1899)"
"11570","1480600413","Popeye grenadier","","","","","","t","Coryphaenoides cinereus","CKJ","","(Gilbert 1896)"
"11571","1480600414","Trident grenadier","","","","","","t","Coryphaenoides delsolari","CDR","","Chirichigno F. & Iwamoto 1977"
"11572","1480600402","Günther's grenadier","","","","","","t","Coryphaenoides guentheri","CNK","","(Vaillant 1888)"
"11573","1480600415","Longfin grenadier","","","","","","t","Coryphaenoides longifilis","CLY","","Günther 1877"
"11574","1480600403","","","","","","","t","Coryphaenoides macrolophus","CPJ","","(Alcock 1889)"
"11575","1480600416","Amami grenadier","","","","","","t","Coryphaenoides marginatus","CKG","","Steindachner & Döderlein 1887"
"11576","1480600417","Mexican grenadier","","","","","","t","Coryphaenoides mexicanus","CPX","","(Parr 1946)"
"11577","1480600418","Abyssal rattail","","","","","","t","Coryphaenoides murrayi","MCM","","Günther 1878"
"11578","1480600419","Largenose grenadier","","","","","","t","Coryphaenoides nasutus","MHN","","Günther 1877"
"11579","1480600420","Serrulate whiptail","","","","","","t","Coryphaenoides serrulatus","MCR","","Günther 1878"
"11580","1480600421","Longrayed whiptail","","","","","","t","Coryphaenoides subserrulatus","MCS","","Makushok 1976"
"11581","1480600404","","","","","","","t","Coryphaenoides thelestomus","MRT","","Maul 1951"
"11582","1480600422","Thickbeard grenadier","","","","","","t","Coryphaenoides zaniophorus","MRZ","","(Vaillant 1888)"
"11583","1771501501","Montagu's blenny","","","","","","t","Coryphoblennius galerita","YFG","","(Linnaeus 1758)"
"11584","1732105801","Barfin goby","","","","","","t","Coryphopterus alloides","OFL","","Böhlke & Robins 1960"
"13910","1431500303","Rufus snake-eel","","","","","","t","Ophichthus rufus","OOR","","(Rafinesque 1810)"
"13911","1580200301","Snake blenny","","","","","","t","Ophidion barbatum","OOA","","Linnaeus 1758"
"13912","1732002001","Snakehead gudgeon","","","","","","t","Ophieleotris aporos","OFP","","(Bleeker 1854)"
"13913","1771503601","","","","","","","t","Ophioblennius atlanticus","OFT","","Valenciennes 1836"
"13914","1732002101","","","","","","","t","Ophiocara macrolepidota","OFM","","(Bloch 1792)"
"13915","1732117401","","","","","","","t","Ophiogobius ophicephalus","OFF","","(Jenyns 1842)"
"13916","1703718501","","","","","","","t","Ophioscion adustus","OHD","","(Agassiz 1831)"
"13917","1703718502","Spotted croaker","","","","","","t","Ophioscion punctatissimus","OHP","","Meek & Hildebrand 1925"
"13918","1680200201","Obscure swamp eel","","Anguila falsa","","","","t","Ophisternon aenigmaticum","OFA","","Rosen & Greenwood 1976"
"13883","1702304901","Longjaw leatherjacket","Sauteur pelon","Zapatero sierrita","قفّاز طويل الأَفَك","高革鲹","","t","Oligoplites altus","OLT","","(Günther 1868)"
"16411","2283600403","Platenose shrimp","Bouc nez lamelleux","Camarón laminilla","إيربيان أنف صفائحي","刀形宽额虾","","t","Latreutes laminirostris","LSQ","","Ortmann 1890"
"16393","2282300307","Bay shrimp","Crevette baie","Quisquilla de caleta","إيربيان شَرْم","海湾褐虾","","t","Crangon nigromaculata","GQI","","Lockington 1877"
"16394","2282300308","Sand shrimp","Crevette sable","Quisquilla arenera","إيربيان رمل","七刺褐虾","","t","Crangon septemspinosa","GQS","","Say 1818"
"16396","2282300402","Feather shrimp","Crevette emplumée","Camarón de pluma","إيربيان مُرَيَّشَة","泥污疣褐虾","","t","Pontocaris pennata","PKQ","","Bate 1888"
"16398","2282300601","Bering shrimp","Crevette Béring","Camarón de Bering","إيربيان بيرينك","多刺雕褐虾","","t","Sclerocrangon salebrosa","EGL","","(Owen 1839)"
"16399","2283600101","Yamato shrimp","Bouc yamato","Camarón yamato","إيربيان ياماطو","细腭安乐虾","","t","Eualus leptognathus","UUL","","(Stimpson 1860)"
"16401","2283600103","Iso shrimp","Bouc iso","Camarón iso","إيربيان إيزو","中华安乐虾","","t","Eualus sinensis","UUI","","(Yu 1931)"
"16402","2283600203","Cock shrimp","Crevette buhotte","Camarón gallo","","","","t","Exhippolysmata oplophoroides","XHO","","(Holthuis 1948)"
"16404","2283600202","Companion shrimp","Bouc compagnon","Camarón compañero","إيربيان عشير","矛形五须虾","","t","Exhippolysmata hastatoides","XHH","","(Balss 1914)"
"16405","2283600301","Shortspine shrimp","Bouc tiépines","Camarón espinilla","إيربيان قصير الأشواك","短刺七腕虾","","t","Heptacarpus brevirostris","HTB","","(Dana 1852)"
"16407","2283600303","Flexed shrimp","Bouc courbe","Camarón corva","إيربيان مُقوَّس","柔软七腕虾","","t","Heptacarpus geniculatus","HUG","","(Stimpson 1860)"
"16391","2282300305","California shrimp","Crevette californienne","Quisquilla californiana","إيربيان كاليفورنِيَّة","加州褐虾","","t","Crangon franciscorum","GQF","","Stimpson 1856"
"16376","2280900106","Ekusa shrimp","Saltarelle ekusa","Camarón ecusa","إيربيان إيكوزا","樱花匙指虾","","t","Atya sulcatipes","YAU","","Newport 1847"
"16377","2280901204","African caridina","Saltarelle africaine","Caridina africana","كردينة إفريقية","非洲米虾","","t","Caridina africana","RKI","","Kingsley 1882"
"20319","6941400409","Ocellated sea cucumber","","","","","","t","Stichopus ocellatus","JPT","","Massin, Zulfigar, Tan Shua Hwai & Rizal Boss 2002"
"20320","6941400410","","","","","","","t","Stichopus pseudohorrens","JPU","","Cherbonnier 1967"
"20321","6941400411","","","","","","","t","Stichopus vastus","JPW","","Sluiter 1887"
"20322","3075500101","Korean mud snail","","","","泥螺","","t","Bullacta exarata","JQG","","(Philippi 1849)"
"20323","1400222304","","","","","","","t","Mystacoleucus atridorsalis","JVJ","","Fowler 1937"
"20324","7870501501","","","","","","","t","Meristotheca dakarensis","JZS","","Faye & Masuda 2004"
"20325","7870501502","","","","","","","t","Meristotheca senegalense","JZT","",""
"20326","3160700817","Kumamoto oyster","","","","熊本牡蛎","","t","Crassostrea sikamea","KBL","","(Amemiya 1928)"
"20327","5120500101","Giant spiny-chested frog","","","","棘胸蛙(石蛙)","","t","Quasipaa spinosa","KBU","","(David 1875)"
"20328","6940500102","","","","","","","t","Cucumaria japonica","KHE","","Semper 1868"
"20329","6940500103","","","","","","","t","Cucumaria frondosa","KHG","","(Gunnerus 1767)"
"20330","1480602902","Snubnose whiptail","","","","","","t","Kuronezumia leonis","KSR","","(Barnard 1925)"
"20332","1830204303","Northern rock sole","","","","","","t","Lepidopsetta polyxystra","KZC","","Orr & Matarese 2000"
"20333","1280200204","Clown featherback","","","","","","t","Chitala ornata","NQV","","(Gray 1831)"
"20334","3210900528","","","Pulpo búrlon","","","","t","Octopus mimus","QDM","","Gould 1852"
"20335","1410705703","","","","","","","t","Ompok hypophthalmus","QDN","","(Bleeker 1846)"
"20336","1410705704","","","","","","","t","Ompok miostoma","QDO","","(Vaillant 1902)"
"20337","1400226002","","","","","","","t","Oxygaster pointoni","QDU","","(Fowler 1934)"
"20338","1400231206","","","","","重口裂腹鱼","","t","Schizothorax davidi","QEA","","(Sauvage 1880)"
"20339","1400231205","","","","","隐鳞裂腹鱼","","t","Schizothorax cryptolepis","QEB","","Fu & Ye 1984"
"20340","1400231207","","","","","齐口裂腹鱼","","t","Schizothorax prenanti","QEC","","(Tchang 1930)"
"20341","1400226203","","","","","","","t","Parachela siamensis","QED","","(Günther 1868)"
"20342","1400231208","Blunt- nosed snowtrout","","","","墨脱裂腹鱼","","t","Schizothorax molesworthi","QER","","(Chaudhuri 1913)"
"20343","1400231209","Dinnawah snowtrout","","","","前裂腹鱼","","t","Schizothorax progastus","QES","","(McClelland 1839)"
"20344","1400231210","","","","","横口裂腹鱼","","t","Schizothorax plagiostomus","QET","","Heckel 1838"
"20345","1230100408","Ohrid trout","","","","野鳟","","t","Salmo letnica","QFP","","(Karaman 1924)"
"20346","1230100409","","","","","奥湖鳟","","t","Salmo ohridanus","QFS","","Steindachner 1892"
"20347","1771900202","African obscure snakehead","","","","暗副鳢","","t","Parachanna obscura","QFW","","(Günther 1861)"
"20348","2302000103","","","","","","","t","Neolithodes capensis","QGD","","Benedict 1895"
"20349","1703202764","Star snapper","Vivaneau étoilé","Pargo estrellado","","星点笛鲷(白星笛鲷)","","t","Lutjanus stellatus","QGM","","Akazaki 1983"
"20350","3210900529","","","","","","","t","Octopus magnificus","QGU","","Villanueva, Sanchez & Compagno 1992"
"20351","1780101905","S.Helena deepwat. scorpionfish","","","","","","t","Pontinus nigropunctatus","QKO","","(Günther 1868)"
"20352","14806022XX","","","","","","","t","Malacocephalus spp","QKX","",""
"20353","1720400208","Lesser sand-eel","Lançon équille","","","","","t","Ammodytes marinus","QLH","","Raitt 1934"
"20354","14806021XX","","","","","","","t","Nezumia spp","QMX","",""
"20355","1480100105","","","","","","","t","Muraenolepis andriashevi","QMZ","","Balushkin & Prirodina 2005"
"20356","1400232402","","","","","","","t","Systomus partipentazona","QNT","","(Fowler 1934)"
"20357","1703629602","Short barbeled velvetchin","","","","斜带髭鲷","","t","Hapalogenys nigripinnis","QOL","","(Temminck & Schlegel 1843)"
"20358","1705832904","Spotted knifejaw","","","","斑石鲷","","t","Oplegnathus punctatus","QOP","","(Temminck & Schlegel 1844)"
"20359","1400205908","","","","","","","t","Tor tambra","QPC","","(Valenciennes 1842)"
"20360","17719002XX","Parachanna snakeheads nei","","","","副鳢类","","t","Parachanna spp","QRX","",""
"20361","10901017XX","Scymnodon dogfishes nei","Squales-grogneurs nca","Tiburones brujas nep","","","","t","Scymnodon spp","QUX","",""
"20362","3161102508","","","Tivela del Pacífico","","","","t","Tivela hians","QUZ","","Philippi 1851"
"20363","7711000108","","","","","鼠尾藻","","t","Sargassum thunbergii","QVS","","(Mertens ex Roth) Kuntze 1898"
"20364","78705015XX","","","","","","","t","Meristotheca spp","QVX","",""
"20365","77110001XX","","","","","鼠尾藻类","","t","Sargassum spp","QWX","",""
"20366","5311500101","Chinese stripe-necked turtle","","","","中华花龟(草龟)","","t","Mauremys sinensis","QYH","","(Gray 1834)"
"20367","7710200301","","","","","长叶海带","","t","Saccharina longissima","QYI","","(Miyabe) C.E.Lane, C.Mayes, Druehl & G.W.Saunders 2006"
"20368","1780100149","Greenspotted rockfish","","Rocote verde","","","","t","Sebastes chlorostictus","QYR","","(Jordan & Gilbert 1880)"
"20369","1780100150","Gopher rockfish","","Rocote amarillo","","","","t","Sebastes carnatus","QYS","","(Jordan & Gilbert 1880)"
"20370","1780100151","Cowcod","","Rocote vaquilla","","","","t","Sebastes levis","QYT","","(Eigenmann & Eigenmann 1889)"
"20371","2314308803","","","","","","","t","Geryon trispinosus","QYU","","(Herbst 1803)"
"20372","1780100153","Bank rockfish","","Rocote rojo","","","","t","Sebastes rufus","QYV","","(Eigenmann & Eigenmann 1890)"
"15447","1703723804","Minor stardrum","","","","","","t","Stellifer minor","EFI","","(Tschudi 1846)"
"15448","1703723805","Yawning stardrum","","","","","","t","Stellifer oscitans","EFO","","(Jordan & Gilbert 1882)"
"15449","1703723810","Rake stardrum","","","","","","t","Stellifer rastrifer","EFR","","(Jordan 1889)"
"15450","1703723806","","","","","","","t","Stellifer stellifer","EFS","","(Bloch 1790)"
"19133","1400205706","Silver rasbora","","","","","Расбора серебренная","t","Rasbora argyrotaenia","RSZ","","(Bleeker 1850)"
"19134","1400205803","","","","","","","t","Thynnichthys vaillanti","TWY","","Weber & de Beaufort 1916"
"14618","1700118001","Waigieu seaperch","","","","","","t","Psammoperca waigiensis","PWG","","(Cuvier 1828)"
"14619","1381200701","","","","","","","t","Psectrogaster amazonica","PSZ","","Eigenmann & Eigenmann 1889"
"14620","1170200301","Chinese swordfish","","","","白鲟","","t","Psephurus gladius","AHG","","(Martens 1862)"
"14621","1830101301","","","","","","","t","Psettina brevirictis","BSV","","(Alcock 1890)"
"14622","1412803801","","","","","","","t","Pseudacanthicus fordii","PDF","","(Günther 1868)"
"14623","1830301101","Wavyband sole","","","","","","t","Pseudaesopia japonica","UDJ","","(Bleeker 1860)"
"14624","1900902101","Rhinoceros leatherjacket","","","","","","t","Pseudalutarius nasicornis","EDI","","(Temminck & Schlegel 1850)"
"14625","1701201801","Paddlefish cardinalfish","","","","","","t","Pseudamia zonata","UDZ","","Randall, Lachner & Fraser 1985"
"14626","1701201901","Graceful-tailed cardinalfish","","","","","","t","Pseudamiops gracilicauda","UDG","","(Lachner 1953)"
"14597","1231202101","Pygmy whitefish","","","","","","t","Prosopium coulterii","PCU","","(Eigenmann & Eigenmann 1892)"
"14598","1231202102","Round whitefish","","","","","","t","Prosopium cylindraceum","PCY","","(Pennant 1784)"
"14599","1231202103","Mountain whitefish","","","","","","t","Prosopium williamsoni","PWI","","(Girard 1856)"
"14600","1772301101","Warthead blenny","","","","","","t","Protemblemaria bicirris","OTC","","(Hildebrand 1946)"
"14601","1740500101","","","","","","","t","Proteracanthus sarissophorus","TUF","","(Cantor 1849)"
"14596","1080800401","Graceful catshark","Requin chat gracile","Tollo coludo grácil","ٌقِرش قطّ نحيف","哈氏原鲨","","t","Proscyllium habereri","CPY","","Hilgendorf 1904"
"14571","1703221705","Goldbanded jobfish","Colas à bandes dorées","Panchito de bandas doradas","سمك عامل بِرُقع ذهبية","多牙紫鱼","","t","Pristipomoides multidens","LRI","","(Day 1871)"
"14572","1703221706","Lavender jobfish","Colas lavande","Panchito lavanda","سمك عامل خُزامى","西氏紫鱼","","t","Pristipomoides sieboldii","LRB","","(Bleeker 1854-57)"
"14573","1703221707","Sharptooth jobfish","Colas dentu","Panchito dentón","سمك عامل مُسنَّن","尖齿紫鱼","","t","Pristipomoides typus","LRU","","Bleeker 1852"
"14574","1100200401","Dwarf sawfish","","","","","","t","Pristis clavata","RPC","","Garman 1906"
"14575","1100200402","Largetooth sawfish","","","","","","t","Pristis microdon","RPM","","Latham 1794"
"14576","1100200403","Smalltooth sawfish","","","","","","t","Pristis pectinata","RPP","","Latham 1794"
"14577","1100200404","Common sawfish","","","","","","t","Pristis pristis","RPR","","(Linnaeus 1758)"
"14578","1100200405","Longcomb sawfish","","","","","","t","Pristis zijsron","RPZ","","Bleeker 1851"
"14579","1705600301","Malayan leaffish","","","","","","t","Pristolepis fasciata","RIS","","(Bleeker 1851)"
"14580","1706202201","Gulf damselfish","","","","","","t","Pristotis jerdoni","PJD","","(Day 1873)"
"14581","1570702601","","","","","","","t","Procatopus aberrans","PRZ","","Ahl 1927"
"14582","1600300801","","","","","","","t","Procetichthys kreffti","PYK","","Paxton 1989"
"14583","1783600501","","","","","","","t","Procottus gurwici","PWC","","(Taliev 1946)"
"14584","1400228001","","","","","","","t","Procypris merus","PCE","","Lin 1933"
"14585","1411600901","","","","","","","t","Proeutropiichthys taakree","ITK","","(Blyth 1860)"
"14586","1570900101","Chiapas killifish","","","","","","t","Profundulus hildebrandi","PFH","","Miller 1950"
"14587","1705201301","Bicolor butterflyfish","","","","","","t","Prognathodes dichrous","ROD","","(Günther 1869)"
"14588","1470401901","Shortfin flyingfish","","","","","","t","Prognichthys brevipinnis","PBN","","(Valenciennes 1847)"
"14589","1400228101","","","","","","","t","Prolabeo batesi","PBB","","Norman 1932"
"14590","1400228201","","","","","","","t","Prolabeops melanhypoptera","PBM","","(Pellegrin 1928)"
"14591","1720900501","Pacific sandperch","Tile blanquille","Blanquillo","","","","t","Prolatilus jugularis","ROJ","","(Valenciennes 1833)"
"14592","1750501701","Roudi escolar","Escolier clair","Escolar prometeo","سمك جراب نيِّر","纺锤蛇鲭","","t","Promethichthys prometheus","PRP","","(Cuvier 1832)"
"14593","1570801401","","","","","","","t","Pronothobranchius kiyawensis","PKY","","(Ahl 1928)"
"12633","1705215701","Pennant coralfish","","","","","","t","Heniochus acuminatus","HNM","","(Linnaeus 1758)"
"12634","1700400301","Black bream","","","","厚唇弱棘鯻","","t","Hephaestus fuliginosus","HFG","","(Macleay 1883)"
"12635","1381000101","Kafue pike","","","","","","t","Hepsetus odoe","HED","","(Bloch 1794)"
"12636","1412212001","","","","","","","t","Heptapterus mustelinus","HPM","","(Valenciennes 1847)"
"12638","1510603101","","","","","","","t","Heraldia nocturna","HRU","","Paxton 1975"
"12617","1070400201","Indonesia speckled carpetshark","Requin-chabot grivelé","Bamboa jaspeada","قِرش-قُدّ أَرْقَط","印度尼西亚长尾须鲨","","t","Hemiscyllium freycineti","ORF","12617","(Quoy & Gaimard 1824)"
"12618","1070400202","Papuan epaulette shark","Requin-chabot épaulette","Bamboa hombrera","قرش قُدّ كتفية","巴布亚长尾须鲨","","t","Hemiscyllium hallstromi","ORK","12618","Whitley 1967"
"12619","1070400203","Epaulette shark","Requin-chabot ocellé","Bamboa ocellada","قِرش-قُدذ عَيْنِي","斑点长尾须鲨","","t","Hemiscyllium ocellatum","ORN","12619","(Bonnaterre 1788)"
"12620","1070400204","Hooded carpetshark","Requin-chabot moine","Bamboa capuchona","قرش-قدّ ناسك","斯事长尾须鲨","","t","Hemiscyllium strahani","ORQ","12620","Whitley 1967"
"12622","1410700301","","","","","","","t","Hemisilurus heterorhynchus","HHT","","(Bleeker 1853)"
"12623","1412201201","Porthole shovelnose catfish","","","","","","t","Hemisorubim platyrhynchos","HBY","","(Valenciennes 1840)"
"12624","1381601901","","","","","","","t","Hemistichodus lootensi","HMT","","Poll & Daget 1968"
