"FIGIS_ID","ISCAAP_ID","NAME_en","NAME_fr","NAME_es","NAME_ar","NAME_cn","NAME_ru","Unit","Scientific.Name","Alpha3.Code","FAOMAP_LAYER_ID","Author"
"18163","3071300107","American slipper-limpet","Crepidule","Seba","صَحنِيَّة أمريكية","弃主履螺","","t","Crepidula fornicata","KDF","","(Linnaeus 1758)"
"18165","3164200220","","","","","","","t","Tellina fabula","TXF","","(Gronovius 1781)"
"18166","4230300101","Northern right whale","Baleine de Biscaye","Ballena franca","حوت شمالي أو بسكاي","北露脊鲸","","no","Eubalaena glacialis","EUG","","(Müller 1776)"
"18169","4230500101","Pygmy right whale","Baleine pygmée","Ballena franca pigmea","حوت قزِمِيّ","侏露脊鲸","","no","Caperea marginata","CPM","","(Gray 1846)"
"18170","4230400101","Gray whale","Baleine grise","Ballena gris","حوت رمادي","灰鲸","Кит серый","no","Eschrichtius robustus","GRW","","(Lilljeborg 1861)"
"18171","4220700101","Pygmy sperm whale","Cachalot pygmée","Cachalote pigmeo","عنبر قَزِمِيّ","小抹香鲸","","no","Kogia breviceps","PYW","","(de Blainville 1838)"
"18172","4220700102","Dwarf sperm whale","Cachalot nain","Cachalote enano","عنبر قَزَم","侏儒抹香鲸","","no","Kogia sima","DWW","","Owen 1866"
"2250","1620100101","John dory","Saint Pierre","Pez de San Pedro","","","Солнечник обыкновенный","t","Zeus faber","JOD","2250","Linnaeus 1758"
"2251","16203XXXXX","Boarfishes nei","Sangliers nca","Ochavos nep","","","Капровые","t","Caproidae","BOR","",""
"2253","1620400701","Black oreo","","","","","Аллоцит черный","t","Allocyttus niger","BOE","","James, Inada & Nakamura 1988"
"2254","1620400702","Warty dory","","","","","","t","Allocyttus verrucosus","ALL","","(Gilchrist 1906)"
"2255","17710001XX","Barracudas nei","Bécunes nca","Picudas nep","","","Барракуды","t","Sphyraena spp","BAR","",""
"2248","16102003XX","Alfonsinos nei","Béryx nca","Alfonsinos nep","","","Бериксы","t","Beryx spp","ALF","",""
"18586","1620100402","Mirror dory","","","","","","t","Zenopsis nebulosus","ZNE","","(Temminck & Schlegel 1845)"
"18173","4220201901","Arnoux's beaked whale","Béradien d'Arnoux","Ballenato de Arnoux","","","","no","Berardius arnuxii","BAW","","Duvernoy 1851"
"18175","4220200502","Southern bottlenose whale","Hyperoodon austral","Ballena nariz de botella sur","","","","no","Hyperoodon planifrons","SRW","","Flower 1882"
"18010","3073800118","Lynx cowrie","Porcelaine lynx","","","","","t","Cyprea lynx","YQY","","Linnaeus 1758"
"18011","3073800119","Reticulated cowrie","Porcelaine réticulée","","","","","t","Cyprea maculifera","YQM","","Schilder 1932"
"18012","3073800120","Money cowrie","Porcelaine monnaie","","","","","t","Cyprea moneta","YQO","","Linnaeus 1758"
"18013","3073800121","Walled cowrie","Porcelaine anneau d'or Tahiti","","","","","t","Cyprea obvelata","YQV","","Lamarck 1810"
"18014","3073800122","Onyx cowrie","Porcelaine onyx","","","","","t","Cyprea onyx","YQX","","Linnaeus 1758"
"18015","3073800123","Schilders' cowrie","Porcelaine de Schilder","","","","","t","Cyprea schilderorum","YQH","","Iredale 1939"
"18016","3073800124","Jester cowrie","Porcelaine bouffon","","","","","t","Cyprea scurra","YPZ","","Gmelin 1791"
"18017","3073800125","Tummy cowrie","Porcelaine gésier","","","","","t","Cyprea ventriculus","YQN","","Lamarck 1810"
"18018","3073900101","Common egg cowrie","Ovule commune","","","","","t","Ovula ovum","OVO","","(Linnaeus 1758)"
"2470","17501XXXXX043","Tunas nei","Thonidés nca","Atunes nep","","","","t","Thunnini","TUN","",""
"2471","1750100101","Atlantic bonito","Bonite à dos rayé","Bonito del Atlántico","","","Пеламида атлантическая","t","Sarda sarda","BON","2471","(Bloch 1793)"
"19346","22804032XX","Plesionika shrimps nei","Crevettes Plesionika nca","Camarones Plesionika nep","","","","t","Plesionika spp","XKX","",""
"2507","1760401201","Indian driftfish","Ariomme indienne","Arioma índica","","","","t","Ariomma indica","DRI","","(Day 1871)"
"2508","17608010XX","Warehou nei","Sériolelles nca","Cojinobas nep","","","Сериолеллы","t","Seriolella spp","BSP","",""
"2509","1760801002","Common warehou","","","","","Варенху обыкновенный","t","Seriolella brama","SEM","","(Günther 1860)"
"2512","1760900701","Giant gourami","Gourami géant","Gurami gigante","","","Гурами настоящий (=гурами промысловый)","t","Osphronemus goramy","FGG","","Lacépède 1801"
"2513","17610013XX","Gouramis nei","Gouramis nca","Guramis nep","","","","t","Trichogaster spp","GOM","",""
"2514","17320XXXXX","Gudgeons, sleepers nei","Gudgeons, dormeurs nca","Durmientes nep","","","","t","Eleotridae","FGB","",""
"2515","1732005101","Marble goby","","","","云斑尖塘鳢","","t","Oxyeleotris marmorata","GBM","","(Bleeker 1852)"
"2516","17321XXXXX022","Freshwater gobies nei","Gobies d'eau douce nca","Góbidos de agua dulce nep","","","Бычковые","t","Gobiidae","FGX","",""
"2517","17321XXXXX023","Gobies nei","Gobies nca","Góbidos nep","","","Бычковые","t","Gobiidae","GPA","",""
"2518","17321003XX","Atlantic gobies nei","Gobies de l'Atlantique nca","Góbidos, chaparrudos nep","","","","t","Gobius spp","GOB","",""
"2519","1732100303","Black goby","Gobie noir","Chaparrudo","","","","t","Gobius niger","GBN","","Linnaeus 1758"
"19345","22829006XX","Pleoticus shrimps nei","Salicoques Pleoticus nca","Camarones Pleoticus nep","","","","t","Pleoticus spp","WPX","",""
"19347","2130500102","Pacific goose barnacle","Pouce-pied du Pacifique","Percebe del Pacífico","","","","t","Pollicipes elegans","ZPE","",""
"19348","2130500103","Leaf barnacle","Pouce-pied canadien","Percebe canadiense","","","","t","Pollicipes polymerus","ZPP","","Sowerby 1833"
"19349","2311120001","Henslow’s swimming crab","Crabe à sardine","Patelo","","","","t","Polybius henslowii","QPH","","Leach 1820"
"19350","2311100411","","","Cangrejo mandarín","","","","t","Portunus haanii","QAI","","(Schmitt 1858)"
"19351","22837001XX","Processa shrimps nei","Crevettes Processa nca","Camarones Processa nep","","","","t","Processa spp","RXK","",""
"19352","22901197XX","Whip lobsters nei","Langoustes Puerulus nca","Langostas Puerulus nep","","","","t","Puerulus spp","URH","",""
"2559","18305003XX","Megrims nei","Cardines nca","Gallos nep","","","","t","Lepidorhombus spp","LEZ","",""
"2560","1830500301","Megrim","Cardine franche","Gallo del Norte","","","","t","Lepidorhombus whiffiagonis","MEG","2560","(Walbaum 1792)"
"2561","1830500302","Four-spot megrim","Cardine à quatre taches","Gallo de cuatro manchas","","","","t","Lepidorhombus boscii","LDB","","(Risso 1810)"
"2562","1830506401","Brill","Barbue","Rémol","","","","t","Scophthalmus rhombus","BLL","","(Linnaeus 1758)"
"2563","1830509201","Turbot","Turbot","Rodaballo","","大菱鲆","Калкан","t","Psetta maxima","TUR","","(Linnaeus 1758)"
"2564","18306XXXXX","Citharids nei","Feuilles nca","Solletas nep","","","","t","Citharidae","CIT","",""
"2252","16204XXXXX","Oreo dories nei","Oréos nca","Oreós nep","","","Ореосомовые (=бугристые солнечники)","t","Oreosomatidae","ORD","",""
"2271","1771900104","Indonesian snakehead","Tête de serpent d'Indonésie","Cabeza de serpiente rojo","ثعبانيّ الرّأس الأندونيسيّ","小盾鳢","Змееголов красный","t","Channa micropeltes","FIS","","(Cuvier 1831)"
"2770","694XXXXXXX","Sea cucumbers nei","Bèches-de-mer nca","Cohombros de mar nep","","","Голотурии (=морские огурцы)","t","Holothuroidea","CUX","",""
"2771","6960900501","Red bait","","","","","","t","Pyura stolonifera","SSR","","(Heller 1878)"
"2772","6960900502","Red sea squirt","Violet chilien","Piure chileno","","","","t","Pyura chilensis","SSE","","Molina 1782"
"2773","71101001XX","Spirulina nei","Spirulina nca","Spirulina nep","","","","t","Spirulina spp","SIZ","",""
"2774","74105001XX","Caulerpa seaweeds","Algues caulerpes","Algas caulerpa","ألغيات كوليربا","蕨藻属未定种","","t","Caulerpa spp","CAU","",""
"2775","7410800204","Lacy sea lettuce","","","","","","t","Ulva pertusa","UVP","","Kjellman 1897"
"2768","6930400701","Stony sea urchin","Oursin-pierre","Erizo de mar","أخنوس، قنفذ البحر، توتياء","蓝石海胆","","t","Paracentrotus lividus","URM","","Lamarck 1816"
"2769","6930400201","Deepsea urchin","","","","","","t","Dermechinus horridus","DKZ","","(A. Agassiz 1879)"
"18106","3071300106","Goree slipper shell","Crepidule sandale","Concha sandalia","صَحنِيَّة نَعْل","高丽履螺","","t","Crepidula goreensis","KPE","","(Gmelin 1791)"
"18107","3071500204","Cloudy keyhole limpet","Fissurelle nuageuse","Fisurela nebulosa","صحنِيَّة مفتوحة مُغَيِّمة","云斑钥孔（虫戚）","","t","Fissurella nubecula","FSU","","(Linnaeus 1758)"
"18108","3070200106","Angular murex","Rocher anguleux","Cañailla africana","مُرِّيق مُزَوّى","角六丛螺","","t","Hexaplex angularis","HXR","","(Lamarck 1822)"
"18109","3070200902","Horned murex","Rocher cornu","Cañailla cornuda","مُرِّيق مُقَرَّن","角形土骨螺","","t","Bolinus cornutus","BOQ","","(Linnaeus 1758)"
"18110","3070200307","Duplex murex","Rocher duplex","Cañailla espinuda","مُرِّيق مُزْدَوِج","西非骨螺","","t","Phyllonotus duplex","FNX","","(Roding 1789)"
"18112","3070200413","Nodose rock shell","Ovarque noueuse","Púrpura nudosa","فرفورة أَعْقَد","多结荔枝螺","","t","Thais nodosa","ISD","","(Linnaeus 1758)"
"18113","3073300401","Miran bullia","Bullie de miran","Bulia de Miran","ّبولِّيا مِيرَان","米兰蛙螺","","t","Bullia miran","ULJ","","(Bruguière 1789)"
"18859","5610201401","Tahiti petrel","","","","","","","Pseudobulweria rostrata","WTP","","(Peale 1848)"
"2210","14702XXXXX","Sauries nei","Balaous, bananes de mer nca","Papardas nep","","","","t","Scomberesocidae","SAX","",""
"2211","14704XXXXX","Flyingfishes nei","Exocets nca","Voladores nep","","","","t","Exocoetidae","FLY","",""
"2212","14703004XX","","","","","","","t","Hemiramphus spp","HAX","",""
"18710","13806006XX","Citharinus nei","Citharinus nep","Citharinus nca","","","","t","Citharinus spp","CIV","",""
"18398","7871100101","False gorgon","Fausse gorgone","Tallo chino","زهر البحر مُزيَّف","毛茛叶球果藻","","t","Sphaerococcus coronopifolius","FCK","","Stackhouse 1797"
"18399","7872500201","Magellanic ptilonia","Ptilonie de Magellan","Tilonia de Magallanes","بتيلونيا مَجلَّنِك","马哥兰柏桉藻","","t","Ptilonia magellanica","JLM","","(Montagne) J. Agardh 1852"
"18400","7872100201","Ballia","Ballia","Balia","باليا","仙菜","","t","Ballia callitricha","BLX","","(C. Agardh) Kutzing 1843"
"2420","1705905518","Guinean tilapia","","","","","","t","Tilapia guineensis","TLG","","(Günther 1862)"
"2421","17059313XX","Velvety cichlids","","Acarahuazu","","","","t","Astronotus spp","AST","",""
"2422","1705935401","Green terror","","Vieja azul","","绿宝丽鱼","","t","Aequidens rivulatus","AER","","(Günther 1860)"
"2423","1705950002","Yellow-belly bream","","","","","","t","Serranochromis robustus","YBB","","(Günther 1864)"
"2416","1705905307","Blackbelt cichlid","","","","","","t","Cichlasoma maculicauda","CHK","","Regan 1905"
"2417","1705905308","Mexican mojarra","","Mojarra del México","","","","t","Cichlasoma urophthalmus","CHH","","(Günther 1862)"
"2418","1705905504","Redbelly tilapia","","","","","","t","Tilapia zillii","TLZ","","(Gervais 1848)"
"2419","1705905517","Redbreast tilapia","","","","","","t","Tilapia rendalli","TLR","","(Boulenger 1897)"
"18413","7872600401","Chaffweed","Menue paille marine","Pajilla marina","دقيق التِّبن البحري","凝花菜","","t","Gelidiella acerosa","GJO","","(Forsskål) Feldmann & Hamel 1934"
"18414","7871200410","Segmented gracilaria","","","","","","t","Gracilaria salicornia","GKK","","(C. Agardh) Dawson 1854"
"18415","7870501405","Mottled sea club","","","","","","t","Eucheuma arnoldii","UKD","","Weber-van Bosse 1928"
"18416","7870100102","Tufted sea moss","","","","","","t","Hypnea boergesenii","YEB","","Tanaka 1941"
"18417","7872200702","Erect sea moss","","","","","","t","Acanthophora spicifera","KHI","","(Vahl) Boergesen 1910"
"2464","1740700109","Goldlined spinefoot","Sigan raies d'or","Sigano rayas doradas","أرجُل شَوك ذو خُطوط ذَهبية","点篮子鱼","","t","Siganus guttatus","SGU","","(Bloch 1787)"
"2465","1750500101","Snoek","Escolier","Sierra","","","Снэк (=баракутта)","t","Thyrsites atun","SNK","2465","(Euphrasen 1791)"
"2466","1750500201","White snake mackerel","Escolier blanc","Escolar sierra","","","","t","Thyrsitops lepidopoides","WSM","","(Cuvier 1832)"
"2467","1750500701","Oilfish","Rouvet","Escolar clavo","","","","t","Ruvettus pretiosus","OIL","","Cocco 1833"
"2468","1750600302","Largehead hairtail","Poisson-sabre commun","Pez sable","","","Рыба-сабля","t","Trichiurus lepturus","LHT","2468","Linnaeus 1758"
"2469","1750601201","Black scabbardfish","Sabre noir","Sable negro","","","Рыба-сабля угольная","t","Aphanopus carbo","BSF","2469","Lowe 1839"
"17996","3074700102","Clear sundial","Solarium clair","","","","","t","Architectonica perspectiva","KKR","","(Linnaeus 1758)"
"17997","3074800101","Shoulderblade sea cat","Dolabelle commune","","","","","t","Dolabella auricularia","DBU","","(Lightfoot 1786)"
"17998","3074900101","Judas ear cassidula","Auricule de Judas","","","","","t","Ellobium aurisjudae","EBD","","(Linnaeus 1758)"
"17999","3074900102","Midas ear cassidula","Auricule de Midas","","","","","t","Ellobium aurismidae","EBM","","(Linnaeus 1758)"
"18000","3074900201","Common pythia","Pythie scarabee","","","","","t","Pythia scarabeus","YHS","","(Linnaeus 1758)"
"18001","3072200102","Javanese false limpet","Siphonaire de Java","","","","","t","Siphonaria javanica","FNJ","","(Lamarck 1819)"
"18002","3072200103","Fringed false limpet","Siphonaire laciniée","","","","","t","Siphonaria laciniosa","FNL","","(Linnaeus 1758)"
"18003","3072200104","Sirius false limpet","Siphonaire de Sirius","","","","","t","Siphonaria sirius","FNS","","Pilsbry 1894"
"18004","3071100302","Flame helmet","Casque flamme","Casco flameante","","","","t","Cassis flammea","KSF","","(Linnaeus 1758)"
"18005","3071100303","Emperor helmet","Casque imperial","Casco imperial","","","","t","Cassis madagascariensis","KSD","","Lamarck 1822"
"18006","3073800114","Eglantine cowrie","Porcelaine églantine","","","","","t","Cyprea eglantina","YQE","","Duclos 1833"
"2472","1750100107","Australian bonito","Bonite bagnard","Bonito austral","","","","t","Sarda australis","BAU","","(Macleay 1881)"
"2473","1750100205","Atlantic mackerel","Maquereau commun","Caballa del Atlántico","","","Скумбрия обыкновенная","t","Scomber scombrus","MAC","2473","Linnaeus 1758"
"2474","1750100601","Plain bonito","Palomette","Tasarte","","","","t","Orcynopsis unicolor","BOP","","(Geoffroy St. Hilaire 1817)"
"2475","1750101202","Dogtooth tuna","Bonite à gros yeux","Casarte ojón","","","","t","Gymnosarda unicolor","DOT","","(Rüppell 1836)"
"2476","17501014XX","Indian mackerels nei","Maquereaux indo-pacifique nca","Caballas del Indo-Pacífico nep","","","Скумбрии тропические","t","Rastrelliger spp","RAX","",""
"2477","1750101401","Short mackerel","Maquereau trapu","Caballa rechoncha","","","","t","Rastrelliger brachysoma","RAB","2477","(Bleeker 1851)"
"2478","1750101403","Indian mackerel","Maquereau des Indes","Caballa de la India","","","","t","Rastrelliger kanagurta","RAG","2478","(Cuvier 1816)"
"2479","1750101405","Island mackerel","Maquereau des îles","Caballa isleña","","","","t","Rastrelliger faughni","RAF","","Matsui 1967"
"2722","3210505804","Angolan flying squid","Toutenon angolais","Pota angolense","","","","t","Todarodes angolensis","SQG","","Adam 1962"
"2723","3210506001","Sevenstar flying squid","Encornet étoile","Pota festoneada","","","","t","Martialia hyadesi","SQS","","Rochebrune & Mabille 1889"
"2724","3210900506","White-spotted octopus","Poulpe tacheté","Pulpo patudo","","","","t","Octopus macropus","OCN","","Risso 1826"
"2725","316XXXXXXX","Clams, etc. nei","Clams, etc. nca","Almejas, etc. nep","","","Моллюски двустворчатые","t","Bivalvia","CLX","",""
"2726","399XXXXXXX021","Marine shells nei","Coquilles marines nca","Conchas marinas nep","","","Раковины морские","t","Ex Mollusca","MSH","",""
"2727","406XXXXXXX063","Seals nei","Phoques nca","Focas nep","","","","no","Otariidae, Phocidae","SXX","",""
"2730","4060300502","Harbour seal","Phoque veau marin","Foca común","فُقمة عِجل البحر","斑海豹","","no","Phoca vitulina","SEC","","(Linnaeus 1758)"
"2731","4060300504","Ribbon seal","Phoque à rubans","Foca fajada","فُقمة ذات أشرطة","带斑海豹","Тюлень полосатый (=крылатка)","no","Phoca fasciata","SLR","","(Zimmerman 1783)"
"2732","4060300507","Larga seal","Veau marin du Pacifique","Foca largha","عِجل البحر للمحيط الهادئ","大海豹","Ларга (=нерпа пестрая)","no","Phoca largha","SST","","(Pallas 1811)"
"2734","4060301501","Crabeater seal","Phoque crabier","Foca cangrejera","","","","no","Lobodon carcinophagus","SET","","(Hombron & Jacquinot 1842)"
"2735","4220201902","Baird's beaked whale","Baleine à bec de Baird","Zifio de Baird","","","","no","Berardius bairdii","BEW","","Stejneger 1883"
"2728","4060100601","South American fur seal","Otarie d'Amérique du Sud","Lobo fino sudamericano","عِجل البحر فروة جنوب أمريكا","南美毛皮海狮","","no","Arctocephalus australis","SEF","","(Zimmerman 1783)"
"2729","4060101601","South American sea lion","Lion de mer d'Amérique du Sud","Lobo común","","","","no","Otaria flavescens","SEL","","(Shaw 1800)"
"19157","61703XXXXX","Hydrocorals","Hydrocoralliaires","Corales de encaje","","","","t","Stylasteridae","AXT","",""
"19158","1570800402","Blue panchax","","","","","","t","Aplocheilus panchax","AXD","","(Hamilton 1822)"
"19159","1430200212","Mottled eel","","","","","","t","Anguilla nebulosa","EWN","","McClelland 1844"
"19160","1410801502","","","","","","","t","Hemibagrus wyckii","BMD","","(Bleeker 1858)"
"19161","14108054XX","","","","","","","t","Mystus spp","BXM","",""
"19162","1771900108","","","","","","","t","Channa lucius","NQN","","(Cuvier 1831)"
"19163","1411803019","","","","","","","t","Clarias nieuhofii","CZG","","Valenciennes 1840"
"19164","1210509302","Sumatran river sprat","","","","","","t","Clupeichthys goniognathus","CVU","","Bleeker 1855"
"19165","1210503805","Longtail shad","","","","","","t","Tenualosa macrura","TWN","","(Bleeker 1852)"
"19166","1400203604","","","","","","","t","Cyclocheilichthys armatus","YCQ","","(Valenciennes 1842)"
"19167","1400217802","Flying fox","","","","","","t","Epalzeorhynchos kalopterus","EQQ","","(Bleeker 1851)"
"19168","1400218902","Siamese mud carp","","","","","","t","Henicorhynchus siamensis","HNZ","","(Sauvage 1881)"
"2780","7710600101","Bladder wrack","Chone marin","Fucus","فَوقَس بحري","墨角藻","","t","Fucus vesiculosus","FUV","","Linnaeus 1753"
"2781","7710800101","Bull kelp","Durvillée antarctique","Cochayuyo","دَرْفِيلة قُطبيّة","粗壮丛根藻","","t","Durvillaea antarctica","DVA","","(Chamisso) Hariot 1892"
"2782","7870200204","","","Liquen gomoso","","","","t","Gymnogongrus furcellatus","GKF","","(C. Agardh) J. Agrardh"
"2783","7870500202","Elkhorn sea moss","","","","","","t","Kappaphycus alvarezii","EMA","","(Doty) Doty 1988"
"2776","7710200202","Japanese kelp","Laminaire du Japon","Laminaria del Japón","لمنارية اليابان","海带","","t","Laminaria japonica","LNJ","2776","Areschoug 1851"
"2777","7710400301","Wakame","Wakamé","Abeto marino","ألغ تنّوبيّ","裙带菜","","t","Undaria pinnatifida","UDP","","(Harvey) Suringar 1873"
"2778","77105001XX","","","Chascón nep","","","","t","Lessonia spp","EOZ","",""
"2779","7710500101","Chilean kelp","","Chascón","","淡黑巨海藻","","t","Lessonia nigrescens","LJX","","Bory 1826"
"19030","1709100301","Channel bull blenny","Toreau de Patagonie","Torito de los canales","","","","t","Cottoperca gobio","BVG","","(Günther 1861)"
"19031","17115025XX","","","","","","","t","Lycenchelys spp","LZY","",""
"19032","1611300102","","","","","","","t","Melamphaes microps","MWM","","(Günther 1878)"
"19033","1709401002","","","","","","","t","Pagetopsis maculatus","PZS","","Barsukov & Permitin 1958"
"19275","1830100107","Scaldback","Fausse limande de Kessler","Peluda","","","","t","Arnoglossus kessleri","RKZ","","Schmidt 1915"
"19276","16302003XX","Sand smelts nei","","Pejerreyes mediterráneos nep","","","","t","Atherina spp","AVX","",""
"19277","1400233801","","","Barbo ibérico","","","","t","Luciobarbus bocagei","LWD","","(Steindachner 1864)"
"19278","1400233802","","","Barbo comizo","","","","t","Luciobarbus comizo","LWK","","(Steindachner 1864)"
"19279","1706311106","Blackbar hogfish","Porceau dos noir","Vieja lomonegro","","","","t","Bodianus speciosus","BZD","","(Bowdich 1825)"
"19280","1901000403","Ocean triggerfish","","Sobaco lija","","","","t","Canthidermis sufflamen","CZT","","(Mitchill 1815)"
"19281","1580600802","","","Picuca","","","","t","Cataetyx laticeps","TVY","","Koefoed 1927"
"19282","1706306502","Emerald wrasse","Centrolabre truite","Romero","","","","t","Centrolabrus trutta","JCN","","(Lowe 1834)"
"19283","1700102511","White snook","Crossie argenté","Róbalo plateado","","","","t","Centropomus viridis","JPV","","Lockington 1877"
"19284","10901019XX","Centroscyllium dogfishes nei","Aiguillats Centroscyllium nca","Tollos Centroscyllium nep","","","","t","Centroscyllium spp","YCX","",""
"19285","17063119XX","Tuskfishes nei","Maldagues nca","Viejas nep","","","","t","Choerodon spp","OFW","",""
"19286","1706202307","Azores chromis","Castagnole à queue rayée","Fula blanca","","","","t","Chromis limbata","HZL","","(Valenciennes 1833)"
"19287","1830403120","Nigerian tonguesole","Sole-langue nigérienne","Lengua nigeriana","","","","t","Cynoglossus browni","YOW","","Chabanaud 1949"
"19288","1703701632","Stripped weakfish","","Corvinata listada","","","","t","Cynoscion guatucupa","YGC","","(Cuvier 1830)"
"17040","3210402103","Panama brief squid","Calmar doigtier panaméen","Calamar dedal panameño","حبارة خناع إصبع بانامية","巴拿马壳乌贼","","t","Lolliguncula panamensis","IUJ","","Berry 1911"
"17041","3210400703","Caribbean reef squid","Calmar ris","Calamar de arrecife","","","","t","Sepioteuthis sepioidea","UHS","","(Blainville 1823)"
"17043","3210400702","Bigfin reef squid","Calmar tonnelet","Calamar manopla","حبارة بُريمِل","莱氏拟乌贼","","t","Sepioteuthis lessoniana","UHL","","Lesson 1830"
"2120","1230101005","Arctic char","Omble-chevalier","Trucha alpina","","","Голец арктический","t","Salvelinus alpinus","ACH","","(Linnaeus 1758)"
"19420","1020100405","Southern brook lamprey","Lamproie méridionale","","","","","t","Ichthyomyzon gagei","IDI","","Hubbs & Trautman 1937"
"19421","1020100406","Mountain brook lamprey","Lamproie d’Allegheny","","","","","t","Ichthyomyzon greeleyi","IDJ","","Hubbs & Trautman 1937"
"2870","11201004XX","Ratfishes nei","Chimères nca","Quimeras nep","","","Гидролаги","t","Hydrolagus spp","HYD","",""
"2871","1120100411","Dark ghost shark","","","","","","t","Hydrolagus novaezealandiae","CYV","","(Fowler 1911)"
"2864","11005XXXXX","Stingrays, butterfly rays nei","Pastenagues, etc. nca","Pastinacas, etc. nep","","","","t","Dasyatidae","STT","",""
"19044","1703202756","Papuan black snapper","Vivaneau de Papua","Pargo de Papua","","","","t","Lutjanus goldiei","LVG","","(Macleay 1882)"
"19045","1704500201","Eastern pomfred","","","","","","t","Schuettea scalaripinnis","HVT","","Steindachner 1866"
"18105","3071100305","Tessellate helmet","Casque à damier","Casco teselado","أرصوصة ذات ضامَة","西非唐冠螺","","t","Cassis tessellata","KSS","","(Gmelin 1791)"
"18095","3071900108","Cinnabar limpet","","","","","","t","Patella miniata","QPM","","Born 1778"
"18096","3072100204","Cut-off swamp cerith","","","","","","t","Cerithidea decollata","KED","","(Linnaeus 1767)"
"18097","3070800701","Antarctic whelk","Buccin antarctique","Bucino antártico","","","","t","Neobuccinum eatoni","NBT","","(Smith 1875)"
"18098","3070800801","Antarctic trophon","Trophon antarctique","Busano antártico","","","","t","Trophon albolabratus","FOL","","Smith 1875"
"18099","3071900401","Antarctic limpet","Patelle antarctique","Patela antártica","","","","t","Nacella concinna","NCI","","Strebel 1908"
"18100","3071900402","Depressed limpet","Patelle plate","Patela chata","","","","t","Nacella edgari","NCJ","","Powell 1957"
"18101","3071900403","Kerguelen limpet","Patelle de Kerguelen","Patela de Kerguelen","","","","t","Nacella kerguelenensis","NKG","","(Smith 1877)"
"18102","3075000101","Subantarctic struthiolaria","Struthiolaire subantarctique","Strutiolaria subantarctica","","","","t","Perissodonta mirabilis","QPB","","(Smith 1875)"
"18103","3074200501","Charcot's volute","Volute de Charcot","Voluta de Charcot","","","","t","Harpovoluta charcoti","HVC","","(Lamy 1910)"
"18104","3074200601","Challenger volute","Volute de Challenger","Voluta del Challenger","","","","t","Provocator pulcher","VCP","","Watson 1882"
"19843","1380801704","Giant trahira","","Aimara","","","","t","Hoplias macrophthalmus","HWL","","(Pellegrin 1907)"
"2201","1412202302","Duckbill catfish","","","","","","t","Sorubim lima","SBM","","(Bloch & Schneider 1801)"
"2202","1412209002","Barred sorubim","","","","","","t","Pseudoplatystoma fasciatum","UDF","","(Linnaeus 1766)"
"18860","5670300201","Masked booby","","Bobo enmascarado","","","","","Sula dactylatra","DSQ","","Lesson 1831"
"2203","1430200201","European eel","Anguille d'Europe","Anguila europea","","欧洲鳗鲡","Угорь европейский","t","Anguilla anguilla","ELE","2203","(Linnaeus 1758)"
"2204","1430200207","Short-finned eel","Anguille d'Australie","Anguila australiana","","","","t","Anguilla australis","ELU","","Richardson 1841"
"2205","1430901102","Daggertooth pike conger","Murénésoce-dague","Morenocio dentón","ثعبان وردي","海鳗","","t","Muraenesox cinereus","DPC","2205","(Forsskål 1775)"
"2206","14313001XX","Conger eels nei","Congres nca","Congrios nep","","","","t","Conger spp","CGZ","",""
"2207","1431300104","American conger","Congre d'Amérique","Congrio americano","","","","t","Conger oceanicus","COA","","(Mitchill 1818)"
"18115","3071700111","Flamed moon snail","Natice flammée","Nática flamante","قوقعيَّة مُشَعَّلة","多彩玉螺","","t","Natica fulminea","NKM","","(Gmelin 1791)"
"19842","1381300604","Nurse tetra","","","","","","t","Brycinus nurse","BZC","","(Rüppell 1832)"
"19844","1650101220","Abu mullet","","","","","","t","Liza abu","LZH","","(Heckel 1843)"
"19845","1480600107","Caml grenadier","","","","","","t","Macrourus caml","QMC","","McMillan, Iwamoto, Stewart & Smith 2012"
"2680","3160800310","Groovesided scallop","","","","","","t","Pecten sulcicostatus","PSU","","Sowerby 1842"
"2681","3160800313","New Zealand scallop","Pecten de Nouvelle-Zélande","Vieira de Nueva Zelandia","","","","t","Pecten novaezelandiae","SCZ","","Reeve 1852"
"2682","3160803001","Calico scallop","Peigne calicot","Peine percal","","","","t","Argopecten gibbus","SCC","","(Linnaeus 1758)"
"2683","3160803004","Pacific calico scallop","Pétoncle volant","Peine volador","محارة مروحية طائرة","太平洋海湾扇贝","","t","Argopecten ventricosus","SCH","","(Sowerby 1842)"
"2684","3160803603","Iceland scallop","Peigne islandais","Peine islándico","","","","t","Chlamys islandica","ISC","","(Müller 1776)"
"2685","3160803606","Farrer's scallop","","","","","","t","Chlamys farreri","CMF","","(Jones & Preston 1904)"
"2686","31610XXXXX","Sea mussels nei","Moules nca","Mejillones nep","","","Мидии (=митилиды)","t","Mytilidae","MSX","",""
"2687","3161000101","Korean mussel","Moule coréenne","Mejillón coreano","","厚壳贻贝","","t","Mytilus coruscus","MUK","","Gould 1861"
"2690","3161002601","Choro mussel","Moule choro","Choro","","","","t","Choromytilus chorus","CHC","","(Molina 1782)"
"2691","3161003202","Green mussel","Moule verte asiatique","Mejillón verde","","翡翠贻贝","","t","Perna viridis","MSV","2691","(Linnaeus 1758)"
"2692","3161003204","Indian brown mussel","","","","","","t","Perna indica","MSI","","Kuriakose & Nair 1976"
